job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description
JOB06373,Data Analyst,IBM,Mumbai,"We are looking for a Data Analyst to join our team at IBM in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Excel, Power BI, Tableau. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MBA,8-12 LPA,Part-time,we are looking for a data analyst to join our team at ibm in mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql excel power bi tableau experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB06374,BI Analyst,CloudPeak Systems,Thane,"We are looking for a BI Analyst to join our team at CloudPeak Systems in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Bachelor's Degree,3-5 LPA,Internship,we are looking for a bi analyst to join our team at cloudpeak systems in thane the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql power bi excel dax data visualization experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB06375,HR Analyst,TCS,Mumbai,"We are looking for a HR Analyst to join our team at TCS in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,B.Tech,5-8 LPA,Contract,we are looking for a hr analyst to join our team at tcs in mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include excel sql power bi hr analytics data analysis experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB06376,BI Analyst,Amazon,Noida,"Amazon is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 0-1 years of experience.",0-1 years,MCA,6-10 LPA,Internship,amazon is hiring a bi analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql power bi excel dax data visualization strong analytical thinking communication and attention to detail are required this position is based in noida and requires 0 1 years of experience
JOB06377,Power BI Developer,TechNova Solutions,Pune,"TechNova Solutions is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,4-6 LPA,Contract,technova solutions is hiring a power bi developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with power bi dax power query sql excel strong analytical thinking communication and attention to detail are required this position is based in pune and requires 2 3 years of experience
JOB06378,Data Analyst,CloudPeak Systems,Mumbai,"CloudPeak Systems is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 1-2 years of experience.",1-2 years,BCA,5-8 LPA,Internship,cloudpeak systems is hiring a data analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python sql excel power bi tableau strong analytical thinking communication and attention to detail are required this position is based in mumbai and requires 1 2 years of experience
JOB06379,Power BI Developer,Deloitte,Gurugram,"Deloitte is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 2-3 years of experience.",2-3 years,BCA,5-8 LPA,Internship,deloitte is hiring a power bi developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with power bi dax power query sql excel strong analytical thinking communication and attention to detail are required this position is based in gurugram and requires 2 3 years of experience
JOB06380,SQL Developer,TCS,Kolkata,"TCS is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 3-5 years of experience.",3-5 years,BCA,3-5 LPA,Full-time,tcs is hiring a sql developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql mysql postgresql database etl strong analytical thinking communication and attention to detail are required this position is based in kolkata and requires 3 5 years of experience
JOB06381,Database Administrator,TechNova Solutions,Noida,"We are looking for a Database Administrator to join our team at TechNova Solutions in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,B.Tech,10-15 LPA,Part-time,we are looking for a database administrator to join our team at technova solutions in noida the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql mysql postgresql oracle database administration experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB06382,Web Developer,Cognizant,Mumbai,"Cognizant is hiring a Web Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 5+ years of experience.",5+ years,B.Tech,10-15 LPA,Part-time,cognizant is hiring a web developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with html css javascript react git strong analytical thinking communication and attention to detail are required this position is based in mumbai and requires 5 years of experience
JOB06383,Machine Learning Engineer,Deloitte,Navi Mumbai,"We are looking for a Machine Learning Engineer to join our team at Deloitte in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MBA,6-10 LPA,Full-time,we are looking for a machine learning engineer to join our team at deloitte in navi mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python machine learning tensorflow scikit learn docker experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB06384,Power BI Developer,HCL Technologies,Hyderabad,"We are looking for a Power BI Developer to join our team at HCL Technologies in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Master's Degree,5-8 LPA,Part-time,we are looking for a power bi developer to join our team at hcl technologies in hyderabad the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include power bi dax power query sql excel experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB06385,DevOps Engineer,Wipro,Ahmedabad,"Wipro is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 5+ years of experience.",5+ years,Bachelor's Degree,10-15 LPA,Full-time,wipro is hiring a devops engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with aws docker kubernetes jenkins linux strong analytical thinking communication and attention to detail are required this position is based in ahmedabad and requires 5 years of experience
JOB06386,Data Engineer,TCS,Kolkata,"TCS is hiring a Data Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Spark, ETL, AWS. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,3-5 LPA,Contract,tcs is hiring a data engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python sql spark etl aws strong analytical thinking communication and attention to detail are required this position is based in kolkata and requires 1 2 years of experience
JOB06387,Business Analyst,Oracle,Pune,"Oracle is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 0-1 years of experience.",0-1 years,BCA,3-5 LPA,Internship,oracle is hiring a business analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql excel power bi business analysis requirements gathering strong analytical thinking communication and attention to detail are required this position is based in pune and requires 0 1 years of experience
JOB06388,Full Stack Developer,DataSphere Analytics,Hyderabad,"We are looking for a Full Stack Developer to join our team at DataSphere Analytics in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,BCA,5-8 LPA,Full-time,we are looking for a full stack developer to join our team at datasphere analytics in hyderabad the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react node js experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB06389,Cloud Engineer,Infosys,Pune,"Infosys is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 3-5 years of experience.",3-5 years,MBA,6-10 LPA,Internship,infosys is hiring a cloud engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with aws azure linux docker cloud computing strong analytical thinking communication and attention to detail are required this position is based in pune and requires 3 5 years of experience
JOB06390,SQL Developer,Infosys,Kolkata,"Infosys is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 5+ years of experience.",5+ years,B.Tech,6-10 LPA,Full-time,infosys is hiring a sql developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql mysql postgresql database etl strong analytical thinking communication and attention to detail are required this position is based in kolkata and requires 5 years of experience
JOB06391,QA Engineer,Persistent Systems,Noida,"Persistent Systems is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 0-1 years of experience.",0-1 years,MCA,5-8 LPA,Internship,persistent systems is hiring a qa engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with selenium python java sql automation testing strong analytical thinking communication and attention to detail are required this position is based in noida and requires 0 1 years of experience
JOB06392,Data Scientist,TCS,Bengaluru,"We are looking for a Data Scientist to join our team at TCS in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MCA,3-5 LPA,Internship,we are looking for a data scientist to join our team at tcs in bengaluru the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql pandas machine learning statistics experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB06393,Product Analyst,Genpact,Chennai,"We are looking for a Product Analyst to join our team at Genpact in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,BCA,5-8 LPA,Part-time,we are looking for a product analyst to join our team at genpact in chennai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql python excel a b testing product analytics experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB06394,HR Analyst,Tech Mahindra,Kolkata,"Tech Mahindra is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 3-5 years of experience.",3-5 years,MCA,8-12 LPA,Internship,tech mahindra is hiring a hr analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with excel sql power bi hr analytics data analysis strong analytical thinking communication and attention to detail are required this position is based in kolkata and requires 3 5 years of experience
JOB06395,Python Developer,IBM,Chennai,"We are looking for a Python Developer to join our team at IBM in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Master's Degree,3-5 LPA,Full-time,we are looking for a python developer to join our team at ibm in chennai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python django flask sql git experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB06396,QA Engineer,IBM,Pune,"IBM is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,B.Tech,5-8 LPA,Contract,ibm is hiring a qa engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with selenium python java sql automation testing strong analytical thinking communication and attention to detail are required this position is based in pune and requires 2 3 years of experience
JOB06397,Data Analyst,Infosys,Remote,"Infosys is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 1-2 years of experience.",1-2 years,Master's Degree,6-10 LPA,Part-time,infosys is hiring a data analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python sql excel power bi tableau strong analytical thinking communication and attention to detail are required this position is based in remote and requires 1 2 years of experience
JOB06398,Data Scientist,CloudPeak Systems,Jaipur,"CloudPeak Systems is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 2-3 years of experience.",2-3 years,BCA,10-15 LPA,Full-time,cloudpeak systems is hiring a data scientist the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python sql pandas machine learning statistics strong analytical thinking communication and attention to detail are required this position is based in jaipur and requires 2 3 years of experience
JOB06399,Cloud Engineer,TechNova Solutions,Ahmedabad,"We are looking for a Cloud Engineer to join our team at TechNova Solutions in Ahmedabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Azure, Linux, Docker, Cloud Computing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MCA,5-8 LPA,Internship,we are looking for a cloud engineer to join our team at technova solutions in ahmedabad the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include aws azure linux docker cloud computing experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB06400,DevOps Engineer,Persistent Systems,Thane,"We are looking for a DevOps Engineer to join our team at Persistent Systems in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MBA,6-10 LPA,Full-time,we are looking for a devops engineer to join our team at persistent systems in thane the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include aws docker kubernetes jenkins linux experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB06401,Data Engineer,HCL Technologies,Mumbai,"We are looking for a Data Engineer to join our team at HCL Technologies in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,B.Tech,10-15 LPA,Part-time,we are looking for a data engineer to join our team at hcl technologies in mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql spark etl aws experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB06402,Machine Learning Engineer,Tech Mahindra,Nagpur,"We are looking for a Machine Learning Engineer to join our team at Tech Mahindra in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,6-10 LPA,Full-time,we are looking for a machine learning engineer to join our team at tech mahindra in nagpur the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python machine learning tensorflow scikit learn docker experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB06403,Web Developer,Infosys,Nagpur,"Infosys is hiring a Web Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 5+ years of experience.",5+ years,Bachelor's Degree,3-5 LPA,Full-time,infosys is hiring a web developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with html css javascript react git strong analytical thinking communication and attention to detail are required this position is based in nagpur and requires 5 years of experience
JOB06404,Web Developer,Microsoft,Remote,"We are looking for a Web Developer to join our team at Microsoft in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Bachelor's Degree,5-8 LPA,Internship,we are looking for a web developer to join our team at microsoft in remote the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react git experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB06405,Full Stack Developer,DataSphere Analytics,Chennai,"DataSphere Analytics is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 3-5 years of experience.",3-5 years,MBA,5-8 LPA,Contract,datasphere analytics is hiring a full stack developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with html css javascript react node js strong analytical thinking communication and attention to detail are required this position is based in chennai and requires 3 5 years of experience
JOB06406,Business Analyst,Tech Mahindra,Thane,"Tech Mahindra is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 5+ years of experience.",5+ years,Bachelor's Degree,3-5 LPA,Part-time,tech mahindra is hiring a business analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql excel power bi business analysis requirements gathering strong analytical thinking communication and attention to detail are required this position is based in thane and requires 5 years of experience
JOB06407,Full Stack Developer,Capgemini,Nagpur,"We are looking for a Full Stack Developer to join our team at Capgemini in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,BCA,10-15 LPA,Full-time,we are looking for a full stack developer to join our team at capgemini in nagpur the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react node js experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB06408,Full Stack Developer,Wipro,Noida,"We are looking for a Full Stack Developer to join our team at Wipro in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MCA,3-5 LPA,Internship,we are looking for a full stack developer to join our team at wipro in noida the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react node js experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB06409,Business Analyst,Amazon,Jaipur,"Amazon is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 5+ years of experience.",5+ years,Bachelor's Degree,5-8 LPA,Full-time,amazon is hiring a business analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql excel power bi business analysis requirements gathering strong analytical thinking communication and attention to detail are required this position is based in jaipur and requires 5 years of experience
JOB06410,Data Engineer,Amazon,Jaipur,"We are looking for a Data Engineer to join our team at Amazon in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Bachelor's Degree,6-10 LPA,Internship,we are looking for a data engineer to join our team at amazon in jaipur the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql spark etl aws experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB06411,Software Engineer,Persistent Systems,Chennai,"Persistent Systems is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,6-10 LPA,Full-time,persistent systems is hiring a software engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python java git sql rest api strong analytical thinking communication and attention to detail are required this position is based in chennai and requires 1 2 years of experience
JOB06412,Product Analyst,TechNova Solutions,Delhi,"TechNova Solutions is hiring a Product Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Python, Excel, A/B Testing, Product Analytics. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 5+ years of experience.",5+ years,MBA,8-12 LPA,Part-time,technova solutions is hiring a product analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql python excel a b testing product analytics strong analytical thinking communication and attention to detail are required this position is based in delhi and requires 5 years of experience
JOB06413,Cloud Engineer,TechNova Solutions,Chennai,"TechNova Solutions is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 5+ years of experience.",5+ years,MBA,6-10 LPA,Contract,technova solutions is hiring a cloud engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with aws azure linux docker cloud computing strong analytical thinking communication and attention to detail are required this position is based in chennai and requires 5 years of experience
JOB06414,Financial Analyst,Wipro,Chennai,"We are looking for a Financial Analyst to join our team at Wipro in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Bachelor's Degree,3-5 LPA,Part-time,we are looking for a financial analyst to join our team at wipro in chennai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include excel sql power bi financial modeling statistics experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB06415,Data Scientist,Tech Mahindra,Pune,"We are looking for a Data Scientist to join our team at Tech Mahindra in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,6-10 LPA,Contract,we are looking for a data scientist to join our team at tech mahindra in pune the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql pandas machine learning statistics experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB06416,QA Engineer,Fractal Analytics,Kolkata,"We are looking for a QA Engineer to join our team at Fractal Analytics in Kolkata. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Selenium, Python, Java, SQL, Automation Testing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Master's Degree,10-15 LPA,Contract,we are looking for a qa engineer to join our team at fractal analytics in kolkata the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include selenium python java sql automation testing experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB06417,Full Stack Developer,Deloitte,Thane,"Deloitte is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 3-5 years of experience.",3-5 years,BCA,10-15 LPA,Full-time,deloitte is hiring a full stack developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with html css javascript react node js strong analytical thinking communication and attention to detail are required this position is based in thane and requires 3 5 years of experience
JOB06418,Full Stack Developer,Capgemini,Kolkata,"We are looking for a Full Stack Developer to join our team at Capgemini in Kolkata. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MCA,4-6 LPA,Contract,we are looking for a full stack developer to join our team at capgemini in kolkata the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react node js experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB06419,Data Scientist,Persistent Systems,Kolkata,"We are looking for a Data Scientist to join our team at Persistent Systems in Kolkata. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Bachelor's Degree,4-6 LPA,Internship,we are looking for a data scientist to join our team at persistent systems in kolkata the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql pandas machine learning statistics experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
