job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB04481,Software Engineer,DataSphere Analytics,Kolkata,"DataSphere Analytics is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 3-5 years of experience.",3-5 years,B.Tech,10-15 LPA,Full-time
JOB04482,Power BI Developer,Infosys,Gurugram,"Infosys is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 5+ years of experience.",5+ years,Bachelor's Degree,10-15 LPA,Internship
JOB04483,Data Analyst,CloudPeak Systems,Delhi,"We are looking for a Data Analyst to join our team at CloudPeak Systems in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Excel, Power BI, Tableau. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Master's Degree,3-5 LPA,Part-time
JOB04484,QA Engineer,Accenture,Chennai,"We are looking for a QA Engineer to join our team at Accenture in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Selenium, Python, Java, SQL, Automation Testing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MCA,6-10 LPA,Internship
JOB04485,Full Stack Developer,Oracle,Nagpur,"Oracle is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,4-6 LPA,Full-time
JOB04486,Product Analyst,Accenture,Thane,"We are looking for a Product Analyst to join our team at Accenture in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MBA,8-12 LPA,Full-time
JOB04487,Full Stack Developer,Wipro,Kolkata,"We are looking for a Full Stack Developer to join our team at Wipro in Kolkata. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MBA,3-5 LPA,Full-time
JOB04488,Database Administrator,Cognizant,Mumbai,"We are looking for a Database Administrator to join our team at Cognizant in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Bachelor's Degree,4-6 LPA,Internship
JOB04489,Business Analyst,DataSphere Analytics,Nagpur,"We are looking for a Business Analyst to join our team at DataSphere Analytics in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Master's Degree,8-12 LPA,Part-time
JOB04490,HR Analyst,IBM,Navi Mumbai,"IBM is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 2-3 years of experience.",2-3 years,Master's Degree,3-5 LPA,Contract
JOB04491,DevOps Engineer,Persistent Systems,Ahmedabad,"Persistent Systems is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 2-3 years of experience.",2-3 years,BCA,4-6 LPA,Part-time
JOB04492,Business Analyst,Microsoft,Hyderabad,"We are looking for a Business Analyst to join our team at Microsoft in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Master's Degree,3-5 LPA,Part-time
JOB04493,Data Engineer,Mu Sigma,Ahmedabad,"Mu Sigma is hiring a Data Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Spark, ETL, AWS. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 0-1 years of experience.",0-1 years,B.Tech,6-10 LPA,Internship
JOB04494,BI Analyst,Genpact,Kolkata,"Genpact is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 2-3 years of experience.",2-3 years,Master's Degree,6-10 LPA,Internship
JOB04495,Data Analyst,Mu Sigma,Noida,"Mu Sigma is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 0-1 years of experience.",0-1 years,MBA,5-8 LPA,Internship
JOB04496,Software Engineer,Capgemini,Nagpur,"Capgemini is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 2-3 years of experience.",2-3 years,Master's Degree,6-10 LPA,Part-time
JOB04497,HR Analyst,Fractal Analytics,Gurugram,"Fractal Analytics is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 2-3 years of experience.",2-3 years,BCA,8-12 LPA,Contract
JOB04498,Data Analyst,IBM,Mumbai,"IBM is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 5+ years of experience.",5+ years,B.Tech,,Internship
JOB04499,HR Analyst,IBM,Remote,"We are looking for a HR Analyst to join our team at IBM in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,4-6 LPA,Internship
JOB04500,Software Engineer,Fractal Analytics,Chennai,"We are looking for a Software Engineer to join our team at Fractal Analytics in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Java, Git, SQL, REST API. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,BCA,8-12 LPA,Part-time
JOB04501,Marketing Analyst,TCS,Nagpur,"We are looking for a Marketing Analyst to join our team at TCS in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MBA,10-15 LPA,Internship
JOB04502,Cloud Engineer,Infosys,Gurugram,"Infosys is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,4-6 LPA,Internship
JOB04503,Data Scientist,Genpact,Noida,"Genpact is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 0-1 years of experience.",0-1 years,B.Tech,10-15 LPA,Internship
JOB04504,Product Analyst,Genpact,Mumbai,"Genpact is hiring a Product Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Python, Excel, A/B Testing, Product Analytics. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,6-10 LPA,Contract
JOB04505,Financial Analyst,Mu Sigma,Jaipur,"We are looking for a Financial Analyst to join our team at Mu Sigma in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MBA,4-6 LPA,Internship
JOB04506,QA Engineer,Genpact,Hyderabad,"Genpact is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Hyderabad and requires 0-1 years of experience.",0-1 years,Master's Degree,4-6 LPA,Contract
JOB04507,Web Developer,Tech Mahindra,Thane,"Tech Mahindra is hiring a Web Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,3-5 LPA,Full-time
JOB04508,QA Engineer,Persistent Systems,Pune,"Persistent Systems is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 5+ years of experience.",5+ years,MCA,8-12 LPA,Full-time
JOB04509,Marketing Analyst,IBM,Mumbai,"We are looking for a Marketing Analyst to join our team at IBM in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,10-15 LPA,Internship
JOB04510,Financial Analyst,Infosys,Delhi,"Infosys is hiring a Financial Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, Financial Modeling, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,6-10 LPA,Full-time
JOB04511,Business Analyst,Oracle,Jaipur,"Oracle is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,4-6 LPA,Part-time
JOB04512,Data Engineer,Fractal Analytics,Kolkata,"Fractal Analytics is hiring a Data Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Spark, ETL, AWS. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 2-3 years of experience.",2-3 years,MBA,8-12 LPA,Internship
JOB04513,HR Analyst,TCS,Thane,"We are looking for a HR Analyst to join our team at TCS in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,BCA,10-15 LPA,Full-time
JOB04514,Database Administrator,CloudPeak Systems,Pune,"We are looking for a Database Administrator to join our team at CloudPeak Systems in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MCA,3-5 LPA,Internship
JOB04515,Business Analyst,Infosys,Gurugram,"Infosys is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 5+ years of experience.",5+ years,MBA,3-5 LPA,Part-time
JOB04516,Data Analyst,Tech Mahindra,Mumbai,"Tech Mahindra is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 1-2 years of experience.",1-2 years,B.Tech,8-12 LPA,Internship
JOB04517,Python Developer,Cognizant,Navi Mumbai,"We are looking for a Python Developer to join our team at Cognizant in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Master's Degree,3-5 LPA,Full-time
JOB04518,Python Developer,Persistent Systems,Nagpur,"Persistent Systems is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 3-5 years of experience.",3-5 years,B.Tech,5-8 LPA,Internship
JOB04519,Database Administrator,Cognizant,Jaipur,"Cognizant is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 5+ years of experience.",5+ years,BCA,8-12 LPA,Internship
JOB04520,DevOps Engineer,Capgemini,Jaipur,"We are looking for a DevOps Engineer to join our team at Capgemini in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,B.Tech,6-10 LPA,Contract
JOB04521,Python Developer,DataSphere Analytics,Chennai,"DataSphere Analytics is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 0-1 years of experience.",0-1 years,BCA,3-5 LPA,Contract
JOB04522,SQL Developer,IBM,Chennai,"IBM is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 0-1 years of experience.",0-1 years,MBA,3-5 LPA,Part-time
JOB04523,Web Developer,IBM,Nagpur,"IBM is hiring a Web Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 5+ years of experience.",5+ years,Master's Degree,6-10 LPA,Internship
JOB04524,QA Engineer,Persistent Systems,Gurugram,"We are looking for a QA Engineer to join our team at Persistent Systems in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Selenium, Python, Java, SQL, Automation Testing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MCA,10-15 LPA,Internship
JOB04525,Data Analyst,Genpact,Delhi,"We are looking for a Data Analyst to join our team at Genpact in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Excel, Power BI, Tableau. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,BCA,6-10 LPA,Contract
JOB04526,Full Stack Developer,DataSphere Analytics,Remote,"DataSphere Analytics is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 2-3 years of experience.",2-3 years,MCA,8-12 LPA,Internship
JOB04527,Marketing Analyst,Genpact,Pune,"We are looking for a Marketing Analyst to join our team at Genpact in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,B.Tech,8-12 LPA,Full-time
JOB04528,SQL Developer,HCL Technologies,Ahmedabad,"HCL Technologies is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 3-5 years of experience.",3-5 years,Master's Degree,10-15 LPA,Full-time
JOB04529,BI Analyst,IBM,Chennai,"We are looking for a BI Analyst to join our team at IBM in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,B.Tech,8-12 LPA,Internship
JOB04530,SQL Developer,Wipro,Chennai,"Wipro is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 2-3 years of experience.",2-3 years,Master's Degree,4-6 LPA,Internship
JOB04531,QA Engineer,Infosys,Pune,"We are looking for a QA Engineer to join our team at Infosys in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Selenium, Python, Java, SQL, Automation Testing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Bachelor's Degree,10-15 LPA,Contract
JOB04532,Data Scientist,Fractal Analytics,Chennai,"Fractal Analytics is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 3-5 years of experience.",3-5 years,MBA,8-12 LPA,Contract
JOB04533,Full Stack Developer,Cognizant,Jaipur,"We are looking for a Full Stack Developer to join our team at Cognizant in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Bachelor's Degree,5-8 LPA,Internship
JOB04534,Machine Learning Engineer,Genpact,Thane,"Genpact is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,10-15 LPA,Part-time
JOB04535,Cloud Engineer,Fractal Analytics,Mumbai,"We are looking for a Cloud Engineer to join our team at Fractal Analytics in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Azure, Linux, Docker, Cloud Computing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Master's Degree,10-15 LPA,Internship
JOB04536,Cloud Engineer,TCS,Delhi,"We are looking for a Cloud Engineer to join our team at TCS in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Azure, Linux, Docker, Cloud Computing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,3-5 LPA,Contract
JOB04537,Database Administrator,Deloitte,Ahmedabad,"Deloitte is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 1-2 years of experience.",1-2 years,MCA,8-12 LPA,Full-time
JOB04538,Full Stack Developer,TCS,Pune,"TCS is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,BCA,8-12 LPA,Contract
JOB04539,HR Analyst,Deloitte,Noida,"We are looking for a HR Analyst to join our team at Deloitte in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,B.Tech,8-12 LPA,Part-time
JOB04540,HR Analyst,Infosys,Gurugram,"Infosys is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 5+ years of experience.",5+ years,B.Tech,4-6 LPA,Full-time
JOB04541,Cloud Engineer,Amazon,Pune,"Amazon is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 3-5 years of experience.",3-5 years,Master's Degree,5-8 LPA,Full-time
JOB04542,Cloud Engineer,Tech Mahindra,Remote,"We are looking for a Cloud Engineer to join our team at Tech Mahindra in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Azure, Linux, Docker, Cloud Computing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MCA,6-10 LPA,Internship
JOB04543,Data Engineer,Persistent Systems,Nagpur,"Persistent Systems is hiring a Data Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Spark, ETL, AWS. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 5+ years of experience.",5+ years,MCA,8-12 LPA,Internship
JOB04544,Financial Analyst,HCL Technologies,Chennai,"HCL Technologies is hiring a Financial Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, Financial Modeling, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 2-3 years of experience.",2-3 years,B.Tech,6-10 LPA,Contract
JOB04545,Data Scientist,Cognizant,Chennai,"We are looking for a Data Scientist to join our team at Cognizant in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Bachelor's Degree,10-15 LPA,Part-time
JOB04546,Data Engineer,TechNova Solutions,Navi Mumbai,"TechNova Solutions is hiring a Data Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Spark, ETL, AWS. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 2-3 years of experience.",2-3 years,MCA,4-6 LPA,Internship
JOB04547,Database Administrator,CloudPeak Systems,Navi Mumbai,"CloudPeak Systems is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 5+ years of experience.",5+ years,Master's Degree,6-10 LPA,Part-time
JOB04548,Marketing Analyst,Persistent Systems,Mumbai,"Persistent Systems is hiring a Marketing Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Python, Marketing Analytics, Power BI. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 0-1 years of experience.",0-1 years,Master's Degree,8-12 LPA,Contract
JOB04549,DevOps Engineer,Oracle,Kolkata,"Oracle is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 1-2 years of experience.",1-2 years,BCA,6-10 LPA,Full-time
JOB04550,Data Scientist,Tech Mahindra,Noida,"We are looking for a Data Scientist to join our team at Tech Mahindra in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,10-15 LPA,Part-time
JOB04551,Web Developer,DataSphere Analytics,Remote,"DataSphere Analytics is hiring a Web Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 3-5 years of experience.",3-5 years,Bachelor's Degree,5-8 LPA,Contract
JOB04552,Marketing Analyst,TechNova Solutions,Jaipur,"We are looking for a Marketing Analyst to join our team at TechNova Solutions in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Master's Degree,6-10 LPA,Full-time
JOB04553,Software Engineer,TCS,Gurugram,"We are looking for a Software Engineer to join our team at TCS in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Java, Git, SQL, REST API. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Master's Degree,3-5 LPA,Part-time
JOB04554,HR Analyst,Wipro,Remote,"Wipro is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 3-5 years of experience.",3-5 years,Bachelor's Degree,10-15 LPA,Part-time
JOB04555,DevOps Engineer,Deloitte,Gurugram,"We are looking for a DevOps Engineer to join our team at Deloitte in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,BCA,3-5 LPA,Full-time
